Index;Country;Programme;Year;University;University code;Latitude;Longitude;Reserved
1130;Mali ;Communication;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1131;Mozambique ;User Experience Design and IT Architecture;2018;Jönköping University;HJ;57,7786;14,1619;FALSE
1132;Myanmar (Burma) ;Public Health;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1133;Rwanda ;Rural Development and Natural Resource Management;2018;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
1134;Rwanda ;Public Health;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1135;Rwanda ;Horticultural Science;2018;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
1136;Rwanda ;Educational Research;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1137;Rwanda ;IT Management;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1138;Rwanda ;Water Resources Engineering;2018;Lund University;LU;55,7119;13,2035;FALSE
1139;South Sudan ;Public Health Science with Health Economics;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1140;South Sudan ;Humanitarian Action and Conflicts;2018;Uppsala University;UU;59,8509;17,63;FALSE
1141;South Sudan ;Humanitarian Action and Conflicts;2018;Uppsala University;UU;59,8509;17,63;FALSE
1142;Sudan ;Bioentrepreneurship;2018;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1143;Sudan ;Applied Data Science;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1144;Sudan ;Public Health Sciences;2018;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1145;Sudan ;Industrial Management and Innovation;2018;Uppsala University;UU;59,8509;17,63;FALSE
1146;Sudan ;Public Health with a Specialization in Health Economics;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1147;Sudan ;Public Health Science with Health Economics;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1148;Sudan ;Energy Systems;2018;University of Gävle;HIG;60,6685;17,1188;FALSE
1149;Sudan ;Public Health;2018;Lund University;LU;55,7119;13,2035;FALSE
1150;Sudan ;Global Health;2018;Uppsala University;UU;59,8509;17,63;FALSE
1151;Sudan ;Renewable Energy Systems;2018;Halmstad University;HH;56,6647;12,878;FALSE
1152;Tanzania ;Educational Research;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1153;Tanzania ;Applied Environmental Science;2018;Halmstad University;HH;56,6647;12,878;FALSE
1154;Tanzania ;Rural Development and Natural Resource Management;2018;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
1155;Tanzania ;Educational Research;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1156;Tanzania ;Economics;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1157;Tanzania ;Investment Treaty Arbitration;2018;Uppsala University;UU;59,8509;17,63;FALSE
1158;Uganda ;Applied Statistics;2018;Örebro University;ORU;59,2548;15,2493;FALSE
1159;Uganda ;Public Health;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1160;Uganda ;Statistics and Machine Learning;2018;Linköping University;LIU;58,3978;15,576;FALSE
1161;Uganda ;International and Comparative Education;2018;Stockholm University;SU;59,3622;18,0578;FALSE
1162;Uganda ;Physics;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1163;Uganda ;Public Health Sciences;2018;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1164;Uganda ;Network Forensics;2018;Halmstad University;HH;56,6647;12,878;FALSE
1165;Zambia ;Development Studies;2018;Lund University;LU;55,7119;13,2035;FALSE
1166;Zambia ;Welfare Policies and Management;2018;Lund University;LU;55,7119;13,2035;FALSE
1167;Zambia ;Toxicology;2018;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1168;Zimbabwe ;Nutrition Science;2018;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1169;Zimbabwe ;Public Health;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1170;Zimbabwe ;Structural Engineering;2018;Linnaeus University;LNU;56,8545;14,83;FALSE
1171;Zimbabwe ;Social Studies of Gender;2018;Lund University;LU;55,7119;13,2035;FALSE
1172;Zimbabwe ;Global Health;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1173;Brazil ;Social-Ecological Resilience for Sustainable Development;2018;Stockholm University;SU;59,3622;18,0578;FALSE
1174;Brazil ;Sustainable Urban Design;2018;Lund University;LU;55,7119;13,2035;FALSE
1175;Brazil ;Latin American Studies;2018;Stockholm University;SU;59,3622;18,0578;FALSE
1176;Brazil ;Industrial Engineering and Management;2018;Linköping University;LIU;58,3978;15,576;FALSE
1177;Brazil ;Social-Ecological Resilience for Sustainable Development;2018;Stockholm University;SU;59,3622;18,0578;FALSE
1178;Brazil ;Science for Sustainable Development;2018;Linköping University;LIU;58,3978;15,576;FALSE
1179;Colombia ;Sociology of Law;2018;Lund University;LU;55,7119;13,2035;FALSE
1180;Colombia ;International Development and Management;2018;Lund University;LU;55,7119;13,2035;FALSE
1181;Colombia ;Industrial Management and Innovation;2018;Uppsala University;UU;59,8509;17,63;FALSE
1182;Colombia ;Geology, Bedrock Geology;2018;Lund University;LU;55,7119;13,2035;FALSE
1183;Colombia ;Sustainable Urban Design;2018;Lund University;LU;55,7119;13,2035;FALSE
1184;Colombia ;Sustainability Engineering and Management;2018;Linköping University;LIU;58,3978;15,576;FALSE
1185;Colombia ;Chemical Engineering for Energy and Environment;2018;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1186;Colombia ;Innovation and Global Sustainable Development;2018;Lund University;LU;55,7119;13,2035;FALSE
1187;Colombia ;Communication;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1188;Egypt ;Sustainable Energy Engineering;2018;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1189;Egypt ;Investment Treaty Arbitration;2018;Uppsala University;UU;59,8509;17,63;FALSE
1190;Egypt ;Public Health;2018;Lund University;LU;55,7119;13,2035;FALSE
1191;Egypt ;Environmental Engineering and Sustainable Infrastructure;2018;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1192;Egypt ;Public Health;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1193;Egypt ;Biomedicine;2018;Uppsala University;UU;59,8509;17,63;FALSE
1194;Egypt ;Global Health;2018;Uppsala University;UU;59,8509;17,63;FALSE
1195;Egypt ;Molecular Medicine;2018;Uppsala University;UU;59,8509;17,63;FALSE
1196;Egypt ;Computational Social Science;2018;Linköping University;LIU;58,3978;15,576;FALSE
1197;Egypt ;Business Administration, Marketing and Management;2018;Mid Sweden University;MIU;63,1771;14,6492;FALSE
1198;Egypt ;Robotics;2018;University West;HV;58,2832;12,294;FALSE
1199;Egypt ;Rural Development and Natural Resource Management;2018;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
1200;Egypt ;Public Health with a Specialization in Health Economics;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1201;Egypt ;Accounting;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1202;Ghana ;Infection Biology;2018;Uppsala University;UU;59,8509;17,63;FALSE
1203;Ghana ;Service Management, Retail;2018;Lund University;LU;55,7119;13,2035;FALSE
1204;Ghana ;Global Health;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1205;Indonesia ;Systems, Control and Mechatronics;2018;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
1206;Indonesia ;Entrepreneurship and Innovation Management;2018;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1207;Indonesia ;Transport and Geoinformation Technology;2018;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1208;Indonesia ;Accounting and Finance;2018;Lund University;LU;55,7119;13,2035;FALSE
1209;Indonesia ;International Communication;2018;Jönköping University;HJ;57,7786;14,1619;FALSE
1210;Indonesia ;Engineering Management;2018;Jönköping University;HJ;57,7786;14,1619;FALSE
1211;Indonesia ;Industrial Management and Innovation;2018;Uppsala University;UU;59,8509;17,63;FALSE
1212;Indonesia ;Sustainable Technology;2018;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1213;Indonesia ;Strategic Communication;2018;Lund University;LU;55,7119;13,2035;FALSE
1214;Indonesia ;Political Science;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1215;Indonesia ;Information Systems;2018;Uppsala University;UU;59,8509;17,63;FALSE
1216;Indonesia ;Earth Science - Geology;2018;Uppsala University;UU;59,8509;17,63;FALSE
1217;Indonesia ;Spatial Planning;2018;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
1218;Indonesia ;Environmental Studies and Sustainability Science;2018;Lund University;LU;55,7119;13,2035;FALSE
1219;Iran ;Computational Science;2018;Uppsala University;UU;59,8509;17,63;FALSE
1220;Iran ;Accounting and Finance;2018;Lund University;LU;55,7119;13,2035;FALSE
1221;Iran ;Sustainable Energy Systems;2018;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
1222;Iran ;Materials Engineering;2018;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
1223;Iran ;Sustainable Urban Planning and Design;2018;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1224;Iran ;Business Development and Internationalisation;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1225;Iran ;Environmental Studies and Sustainability Science;2018;Lund University;LU;55,7119;13,2035;FALSE
1226;Iran ;Biomedical Engineering;2018;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
1227;Iran ;Chemistry;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1228;Vietnam ;Business and Management;2018;Stockholm School of Economics;HHS;59,3416;18,0568;FALSE
1229;Vietnam ;Medical Biotechnology;2018;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1230;Vietnam ;Innovation and Global Sustainable Development;2018;Lund University;LU;55,7119;13,2035;FALSE
1231;Vietnam ;Finance;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1232;Vietnam ;Chemistry for Renewable Energy;2018;Uppsala University;UU;59,8509;17,63;FALSE
1233;Vietnam ;Biology - Genetic and Molecular Plant Science;2018;Uppsala University;UU;59,8509;17,63;FALSE
1234;Vietnam ;International Human Rights Law;2018;Lund University;LU;55,7119;13,2035;FALSE
1235;Vietnam ;Business Administration - Strategy and Management in International Organisations;2018;Linköping University;LIU;58,3978;15,576;FALSE
1236;Vietnam ;Strategic Leadership Towards Sustainability;2018;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
1237;Vietnam ;Public Health with a Specialization in Health Economics;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1238;Vietnam ;Strategic Entrepreneurship for International Growth with specialization in Strategic Leadership;2018;Halmstad University;HH;56,6647;12,878;FALSE
1239;Albania ;Business Administration specialising in International Business and Marketing;2018;Kristianstad University;HKR;56,0485;14,1463;FALSE
1240;Albania ;Information Security;2018;Stockholm University;SU;59,3622;18,0578;FALSE
1241;Albania ;Welfare Policies and Management;2018;Lund University;LU;55,7119;13,2035;FALSE
1242;Bhutan ;Information Systems - Information Security Management;2018;Örebro University;ORU;59,2548;15,2493;FALSE
1243;Bosnia and Herzegovina ;Entrepreneurship and Innovation;2018;Lund University;LU;55,7119;13,2035;FALSE
1244;Bosnia and Herzegovina ;Finance;2018;Lund University;LU;55,7119;13,2035;FALSE
1245;Botswana ;Exploration and Environmental Engineering;2018;Luleå University of Technology;LTU;65,618;22,1402;FALSE
1246;Botswana ;Sustainable Development;2018;Uppsala University;UU;59,8509;17,63;FALSE
1247;Botswana ;Chemistry;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1248;Cameroon ;Global Health;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1249;Cameroon ;Strategic Entrepreneurship for International Growth with specialization in International Marketing;2018;Halmstad University;HH;56,6647;12,878;FALSE
1250;Cameroon ;Health Economics, Policy and Management;2018;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1251;China ;International Marketing & Brand Management;2018;Lund University;LU;55,7119;13,2035;FALSE
1252;China ;Health Informatics;2018;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1253;China ;Environmental Engineering and Sustainable Infrastructure;2018;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1254;Eritrea ;Computer Science;2018;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
1255;Former Yugoslav Republic of Macedonia ;Ethnic and Migration Studies;2018;Linköping University;LIU;58,3978;15,576;FALSE
1256;Gambia ;Computer and Systems Sciences;2018;Stockholm University;SU;59,3622;18,0578;FALSE
1257;Gambia ;Public Health;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1258;Gambia ;Public Health Sciences;2018;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1259;Gambia ;Global Health;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1260;Gambia ;Public Health;2018;Lund University;LU;55,7119;13,2035;FALSE
1261;Gambia ;Accounting;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1262;Gambia ;Accounting and Finance;2018;Lund University;LU;55,7119;13,2035;FALSE
1263;Gambia ;Global Health;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1264;Gambia ;Physical Geography and Quaternary Geology;2018;Stockholm University;SU;59,3622;18,0578;FALSE
1265;India ;Managing People, Knowledge & Change;2018;Lund University;LU;55,7119;13,2035;FALSE
1266;Iraq ;Geomatics;2018;University of Gävle;HIG;60,6685;17,1188;FALSE
1267;Iraq ;Public Health;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1268;Iraq ;Nutrition Science;2018;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1269;Jamaica ;Economic Growth, Population and Development;2018;Lund University;LU;55,7119;13,2035;FALSE
1270;Jordan ;Strategic Leadership Towards Sustainability;2018;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
1271;Kazakhstan ;Computer Science, Emphasizing Sustainable Development;2018;Kristianstad University;HKR;56,0485;14,1463;FALSE
1272;Kazakhstan ;Leadership and Management in International Contexts;2018;Linnaeus University;LNU;56,8545;14,83;FALSE
1273;Kazakhstan ;Finance;2018;University West;HV;58,2832;12,294;FALSE
1274;Kosovo ;Psychology;2018;Lund University;LU;55,7119;13,2035;FALSE
1275;Kyrgyzstan ;Finance;2018;Lund University;LU;55,7119;13,2035;FALSE
1276;Lebanon ;Design and Construction Project Management;2018;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
1277;Malawi ;Sustainable Development;2018;Uppsala University;UU;59,8509;17,63;FALSE
1278;Malawi ;Educational Research;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1279;Malawi ;Embedded Systems;2018;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1280;Malawi ;Sociology of Education;2018;Uppsala University;UU;59,8509;17,63;FALSE
1281;Malawi ;Rural Development and Natural Resource Management;2018;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
1282;Malaysia ;Mechanical Engineering with emphasis on Structural Mechanics;2018;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
1283;Malaysia ;Bioentrepreneurship;2018;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1284;Maldives ;Sustainable Management;2018;Uppsala University;UU;59,8509;17,63;FALSE
1285;Mexico ;Economic Growth, Population and Development;2018;Lund University;LU;55,7119;13,2035;FALSE
1286;Montenegro ;European Studies, Humanities Track;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1287;Nepal ;Engineering Design, Track Machine Design;2018;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1288;Nepal ;Civil and Architectural Engineering;2018;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1289;Nepal ;Social analysis;2018;Örebro University;ORU;59,2548;15,2493;FALSE
1290;Nepal ;Public Health Sciences;2018;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1291;Nepal ;Civil and Architectural Engineering;2018;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1292;Nepal ;Sustainable Development;2018;Uppsala University;UU;59,8509;17,63;FALSE
1293;Nepal ;Infrastructure and Environmental Engineering;2018;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
1294;Nepal ;Environmental Management and Policy;2018;Lund University;LU;55,7119;13,2035;FALSE
1295;Nicaragua ;Statistics and Machine Learning;2018;Linköping University;LIU;58,3978;15,576;FALSE
1296;Nigeria ;Medical Science, Occupational Therapy;2018;Lund University;LU;55,7119;13,2035;FALSE
1297;Nigeria ;Medical Science, Occupational Therapy;2018;Lund University;LU;55,7119;13,2035;FALSE
1298;Nigeria ;Welfare Policies and Management;2018;Lund University;LU;55,7119;13,2035;FALSE
1299;Nigeria ;Public Health;2018;Umeå University;UMU;63,8202;20,3054;FALSE
1300;Pakistan ;Euroforester;2018;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
1301;Pakistan ;Computer Science;2018;Uppsala University;UU;59,8509;17,63;FALSE
1302;Pakistan ;Toxicology;2018;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1303;Pakistan ;Wireless, Photonics and Space Engineering;2018;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
1304;Palestine ;Medical Engineering;2018;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1305;Philippines ;Investment Treaty Arbitration;2018;Uppsala University;UU;59,8509;17,63;FALSE
1306;Serbia ;International Commercial Arbitration Law;2018;Stockholm University;SU;59,3622;18,0578;FALSE
1307;Serbia ;Strategic Communication;2018;Lund University;LU;55,7119;13,2035;FALSE
1308;Sri Lanka ;Mechanical Engineering;2018;Linnaeus University;LNU;56,8545;14,83;FALSE
1309;Sri Lanka ;Water Resources Engineering;2018;Lund University;LU;55,7119;13,2035;FALSE
1310;Sri Lanka ;Cognitive Neuroscience: Mind, Brain and Wellbeing;2018;University of Skövde;HS;58,3941;13,8535;FALSE
1311;Sri Lanka ;Information Systems;2018;Uppsala University;UU;59,8509;17,63;FALSE
1312;Sri Lanka ;Communication Engineering;2018;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
1313;Syria ;Computer Science, Emphasizing Sustainable Development;2018;Kristianstad University;HKR;56,0485;14,1463;FALSE
1314;Syria ;Public Health Science with Health Economics;2018;University of Gothenburg;GU;57,6982;11,9719;FALSE
1315;Thailand ;International Tax Law and EU Tax Law;2018;Uppsala University;UU;59,8509;17,63;FALSE
1316;Thailand ;Molecular Techniques in Life Science;2018;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1317;Thailand ;Health Informatics;2018;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1318;Thailand ;International Human Rights Law;2018;Lund University;LU;55,7119;13,2035;FALSE
1319;Ethiopia ;Electronics Engineering;2018;Linköping University;LIU;58,3978;15,576;FALSE
1320;Sudan ;Industrial Management and Innovation;2018;Uppsala University;UU;59,8509;17,63;FALSE
1321;Iran ;Service Management, Tourism;2018;Lund University;LU;55,7119;13,2035;FALSE
1322;Brazil ;Media Technology: Strategic Media Development;2018;Malmö University;MAU;55,6088;12,9946;FALSE
1323;Colombia ;Sustainable Energy Systems;2018;Mälardalen University;MDH;59,6186;16,5404;FALSE
1324;Jordan ;Architectural Lighting Design;2018;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1325;Malaysia ;Leadership for Sustainability;2018;Malmö University;MAU;55,6088;12,9946;FALSE
1326;Ghana ;Business Administration, Accounting;2022;University of Gävle;HIG;60,6685;17,1188;FALSE
1327;Sudan ;Renewable Electricity Production;2022;Uppsala University;UU;59,8509;17,63;FALSE
1328;Zimbabwe ;Sustainable Production Development;2022;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1329;Rwanda ;Business Administration specialising in Auditing and Control;2022;Kristianstad University;HKR;56,0485;14,1463;FALSE
1330;Nigeria ;Service Management, Sustainable Service Management;2022;Lund University;LU;55,7119;13,2035;FALSE
1331;Zimbabwe ;Experimental Medicine;2022;Örebro University;ORU;59,2548;15,2493;FALSE
1332;Kenya ;Toxicology;2022;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1333;Tanzania ;Communication Systems;2022;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1334;Gambia ;Public Health Science - Health Equality;2022;University of Gothenburg;GU;57,6982;11,9719;FALSE
1335;Zambia ;Agroecology;2022;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
1336;Pakistan ;Sustainable Urban Planning and Design;2022;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1337;South Africa;Social Scientific Data Analysis;2022;Lund University;LU;55,7119;13,2035;FALSE
1338;Honduras ;Knowledge-based Entrepreneurship;2022;University of Gothenburg;GU;57,6982;11,9719;FALSE
1339;Russia ;Infectious Disease Control;2022;Södertörn University;SH;59,2194;17,9434;FALSE
1340;Cameroon ;Public Health with a Specialization in Health Economics;2022;Umeå University;UMU;63,8202;20,3054;FALSE
1341;Malawi ;Rural Development and Natural Resource Management;2022;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
1342;Colombia ;International Marketing & Brand Management;2022;Lund University;LU;55,7119;13,2035;FALSE
1343;Ethiopia ;Sustainable Urban Planning and Design;2022;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1344;Liberia ;Business Administration specialising in Auditing and Control;2022;Kristianstad University;HKR;56,0485;14,1463;FALSE
1345;Kenya ;Physical Geography and Ecosystem Science, General;2022;Lund University;LU;55,7119;13,2035;FALSE
1346;Ethiopia ;DESIGN AND CONSTRUCTION PROJECT MANAGEMENT;2022;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
1347;Bangladesh ;Public Health;2022;Umeå University;UMU;63,8202;20,3054;FALSE
1348;Malawi ;Global Health;2022;Uppsala University;UU;59,8509;17,63;FALSE
1349;Gambia ;Business Administration specialising in Auditing and Control;2022;Kristianstad University;HKR;56,0485;14,1463;FALSE
1350;Malawi ;International Human Rights Law;2022;Lund University;LU;55,7119;13,2035;FALSE
1351;Morocco ;ENTREPRENEURSHIP AND BUSINESS DESIGN;2022;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
1352;Ghana ;Chemistry - Chemistry for Renewable Energy;2022;Uppsala University;UU;59,8509;17,63;FALSE
1353;Nigeria ;Sustainable Energy Engineering;2022;Lund University;LU;55,7119;13,2035;FALSE
1354;Sri Lanka ;Leadership for Sustainability;2022;Malmö University;MAU;55,6088;12,9946;FALSE
1355;Georgia ;International Development and Management;2022;Lund University;LU;55,7119;13,2035;FALSE
1356;Ecuador ;Public Health - Epidemiology;2022;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1357;Cameroon ;Strategic Leadership towards Sustainability;2022;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
1358;Nigeria ;Management;2022;University of Gothenburg;GU;57,6982;11,9719;FALSE
1359;Gambia ;Business Administration specialising in Auditing and Control;2022;Kristianstad University;HKR;56,0485;14,1463;FALSE
1360;Bangladesh ;Global Health;2022;Uppsala University;UU;59,8509;17,63;FALSE
1361;Myanmar (Burma) ;Public Health with a Specialization in Health Economics;2022;Umeå University;UMU;63,8202;20,3054;FALSE
1362;Ukraine ;Sport Sciences: Sport in Society;2022;Malmö University;MAU;55,6088;12,9946;FALSE
1363;Gambia ;Global Health;2022;Uppsala University;UU;59,8509;17,63;FALSE
1364;Philippines ;Molecular Biology, General;2022;Lund University;LU;55,7119;13,2035;FALSE
1365;Morocco ;Strategic Leadership towards Sustainability;2022;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
1366;Liberia ;Global Health;2022;University of Gothenburg;GU;57,6982;11,9719;FALSE
1367;Russia ;Entrepreneurship;2022;Uppsala University;UU;59,8509;17,63;FALSE
1368;Zambia ;Global Health;2022;Uppsala University;UU;59,8509;17,63;FALSE
1369;Malawi ;Public Health;2022;Umeå University;UMU;63,8202;20,3054;FALSE
1370;Gambia ;Accounting;2022;Umeå University;UMU;63,8202;20,3054;FALSE
1371;Ghana ;INFRASTRUCTURE AND ENVIRONMENTAL ENGINEERING;2022;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
1372;Ghana ;Computer Science;2022;Linköping University;LIU;58,3978;15,576;FALSE
1373;Ghana ;Chemistry - Chemistry for Renewable Energy;2022;Uppsala University;UU;59,8509;17,63;FALSE
1374;Peru ;PRODUCT DEVELOPMENT;2022;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
1375;Nigeria ;Wireless Communications;2022;Lund University;LU;55,7119;13,2035;FALSE
1376;Ghana ;Human Geography;2022;Lund University;LU;55,7119;13,2035;FALSE
1377;Philippines ;European and International Trade and Tax Law;2022;Lund University;LU;55,7119;13,2035;FALSE
1378;Jordan ;Innovation and Design;2022;Mälardalen University;MDH;59,6186;16,5404;FALSE
1379;Rwanda ;Sustainable Structural Engineering;2022;Linnaeus University;LNU;56,8545;14,83;FALSE
1380;Nigeria ;Health Economics, Policy and Management;2022;Karolinska University Hospital;KI;59,3522;18,0322;FALSE
1381;Ecuador ;Architectural Lighting Design;2022;KTH Royal Institute of Technology;KTH;59,3499;18,0703;FALSE
1382;Nepal ;Animal Science;2022;Swedish University of Agricultural Sciences;SLU;59,815;17,6629;FALSE
1383;Gambia ;Sustainable Development;2022;University West;HV;58,2832;12,294;FALSE
1384;Philippines ;International Administration and Global Governance (Gothenburg);2022;University of Gothenburg;GU;57,6982;11,9719;FALSE
1385;Gambia ;Management;2022;Umeå University;UMU;63,8202;20,3054;FALSE
1386;Kenya ;Telecommunication Systems;2022;Blekinge Institute of Technology;BTH;56,1809;15,5922;FALSE
1387;Ghana ;Business Administration, Accounting;2022;University of Gävle;HIG;60,6685;17,1188;FALSE
1388;Malawi ;Global Sexual and Reproductive Health;2022;Dalarna University in Sweden;HDA;60,6144;15,6534;FALSE
1389;Honduras ;Sustainable Energy Processes and Systems;2022;Linnaeus University;LNU;56,8545;14,83;FALSE
1390;Liberia ;Applied Economics and Data Analysis;2022;Jönköping University;HJ;57,7786;14,1619;FALSE
1391;Rwanda ;Business Development and Internationalisation;2022;Umeå University;UMU;63,8202;20,3054;FALSE
1392;Zimbabwe ;Public Health;2022;Lund University;LU;55,7119;13,2035;FALSE
1393;Malawi ;Computer Science: Applied Data Science;2022;Malmö University;MAU;55,6088;12,9946;FALSE
1394;Nepal ;INFRASTRUCTURE AND ENVIRONMENTAL ENGINEERING;2022;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
1395;Indonesia ;SOFTWARE ENGINEERING AND TECHNOLOGY;2022;Chalmers University of Technology;CTH;57,6898;11,9742;FALSE
1396;Rwanda ;Statistics and Machine Learning;2022;Linköping University;LIU;58,3978;15,576;FALSE
1397;Ghana ;Information Technology and Learning;2022;University of Gothenburg;GU;57,6982;11,9719;FALSE
1398;Uganda ;Information Security;2022;Stockholm University;SU;59,3622;18,0578;FALSE
1399;Nigeria ;Chemistry - Chemistry for Renewable Energy;2022;Uppsala University;UU;59,8509;17,63;FALSE
1400;Ethiopia ;Software Technology;2022;Linnaeus University;LNU;56,8545;14,83;FALSE
1401;Liberia ;Humanitarian Action and Conflict;2022;Uppsala University;UU;59,8509;17,63;FALSE
1402;Vietnam ;Entrepreneurship, Sustainability and Social Change;2022;Linnaeus University;LNU;56,8545;14,83;FALSE
1403;Ethiopia ;Service Management, Sustainable Service Management;2022;Lund University;LU;55,7119;13,2035;FALSE
1404;Egypt ;Industrial Engineering and Management;2022;Linköping University;LIU;58,3978;15,576;FALSE
1405;Colombia ;Biology, Plant Science;2022;Lund University;LU;55,7119;13,2035;FALSE
1406;Peru ;Sustainability Engineering and Management;2022;Linköping University;LIU;58,3978;15,576;FALSE
1407;Zimbabwe ;Electronics Design;2022;Halmstad University;HH;56,6647;12,878;FALSE
1408;Sri Lanka ;Electronics/Automation;2022;University of Gävle;HIG;60,6685;17,1188;FALSE
